
ACE v2.6 

  instance
    name:SameQueensKnights-b-25_c24
    args:/work/19333037_787/SameQueensKnights-b-25_c24.xml -rr=true -rlog=false -npc=true

 ...Parsing /work/19333037_787/SameQueensKnights-b-25_c24.xml

 ...Loading variables

 ...Loading constraints

  domains
    types:21  values:113,709  sizes:[2:1250,3:625,5:4,7:8...181:24,185:16,189:8,193:1]
  variables
    count:3,127  auxiliary:1,250  arrays:[x:625,aux_gb:1250,_ax_:1250]  degrees:[2:2500,3:2,78:4,79:8...102:24,104:16,106:8,108:1]
  constraints
    count:3,754  specific:3,754  postponable:2  groups:2  arities:[2:2502,3:4,4:8,5:88...93:16,95:8,97:1,626:2]
    objective:[SumSimpleGE,SumSimpleLE]
    non_unary:[LogicTree:1250,Reif2EQ:1250,STR0a-Table:12,SumWeightedEQ:1240]
    tables:[9:4,27:8]  tuples:252
    extStructures:(12,shared:0)
    wck:1.14  cpu:1.533  mem:671M88
  objective
    way:max  type:SumSimpleGE  arity:2  bounds:0..50

 ...Building solver

  solver
    nNotAC:1,240  decoder:Decoder1
    wck:1.22  cpu:1.601  mem:721M420

  preprocessing
    entailed:2  values:113,709  unsat:false
    wck:0.011  cpu:1.613  mem:721M420

  search
o 0   1.51  ham=0 (0 0 0 0)  opth=0
o 1   1.51  ham=77 (1 74 1 1)  opth=1
o 2   1.52  ham=131 (2 124 2 3)  opth=2
o 3   1.52  ham=79 (1 76 1 1)  opth=1
o 4   1.53  ham=79 (1 76 1 1)  opth=1
o 5   1.53  ham=79 (1 76 1 1)  opth=1
o 6   1.54  ham=79 (1 76 1 1)  opth=1
o 7   1.54  ham=79 (1 76 1 1)  opth=1
o 8   1.55  ham=79 (1 76 1 1)  opth=1
o 9   1.55  ham=79 (1 76 1 1)  opth=1
o 10   1.56  ham=79 (1 76 1 1)  opth=1
    run1  dpts:615..625  robin:PickOnDom-First  effs:64,282  asgs:(653,noefs=0,fails=9)  fails:9  wrgs:10  wck:0.34  ngds:2  sols:11  bounds:11..50
o 25   2.14  ham=696 (35 625 1 35)  opth=1
o 26   2.26  ham=194 (3 187 1 3)  opth=1
o 27   2.76  ham=380 (8 362 1 9)  opth=1
o 28   2.88  ham=474 (13 447 1 13)  opth=1
o 29   3.01  ham=294 (11 271 1 11)  opth=1
    run2  dpts:20..29  robin:WdegOnDom-Last  effs:417,996  asgs:(159,noefs=3,fails=50)  fails:59  wrgs:89  wck:2.02  ngds:9  sols:16  bounds:30..50
o 30   3.37  ham=874 (56 759 2 57)  opth=2
o 31   3.39  ham=424 (10 401 2 11)  opth=2
o 32   3.39  ham=221 (3 214 1 3)  opth=1
o 33   3.39  ham=97 (1 94 1 1)  opth=1
    run3  dpts:37..51  robin:FrbaOnDom-Rand  effs:490,907  asgs:(179,noefs=1,fails=50)  fails:109  wrgs:192  wck:2.20  ngds:11  sols:20  bounds:34..50
    run4  dpts:586..610  robin:Wdeg-First  effs:678,534  asgs:(971,noefs=4,fails=50)  fails:159  wrgs:540  wck:2.71  ngds:18  sols:20  bounds:34..50
    run5  dpts:20..30  robin:PickOnDom-Last  effs:791,531  asgs:(117,noefs=1,fails=52)  fails:211  wrgs:603  wck:3.31  ngds:25  sols:20  bounds:34..50
    run6  dpts:32..58  robin:WdegOnDom-Rand  effs:865,335  asgs:(190,noefs=1,fails=55)  fails:266  wrgs:702  wck:3.46  ngds:30  sols:20  bounds:34..50
    run7  dpts:1187..1209  robin:FrbaOnDom-First  effs:1,017,917  asgs:(1409,noefs=3,fails=57)  fails:323  wrgs:892  wck:4.02  ngds:35  sols:20  bounds:34..50
    run8  dpts:23..32  robin:Wdeg-Last  effs:1,139,346  asgs:(151,noefs=2,fails=60)  fails:383  wrgs:963  wck:4.70  ngds:53  sols:20  bounds:34..50
    run9  dpts:54..72  robin:PickOnDom-Rand  effs:1,478,478  asgs:(197,noefs=7,fails=63)  fails:446  wrgs:1,070  wck:5.98  ngds:64  sols:20  bounds:34..50
    run10  dpts:1200..1214  robin:WdegOnDom-First  effs:1,647,105  asgs:(1441,noefs=0,fails=67)  fails:513  wrgs:1,252  wck:6.44  ngds:69  sols:20  bounds:34..50
    run11  dpts:20..32  robin:FrbaOnDom-Last  effs:1,714,375  asgs:(158,noefs=17,fails=70)  fails:583  wrgs:1,365  wck:6.59  ngds:85  sols:20  bounds:34..50
    run12  dpts:24..37  robin:Wdeg-Rand  effs:1,761,400  asgs:(238,noefs=4,fails=73)  fails:656  wrgs:1,503  wck:6.76  ngds:89  sols:20  bounds:34..50
    run13  dpts:633..646  robin:PickOnDom-First  effs:1,930,456  asgs:(899,noefs=9,fails=77)  fails:733  wrgs:1,749  wck:7.15  ngds:91  sols:20  bounds:34..50
 ...Starting SOS
o 34   8.50  ham=83 (1 80 1 1)  opth=1
o 36   8.52  ham=289 (6 276 1 6)  opth=1
o 38   8.53  ham=238 (4 228 2 4)  opth=2
o 39   8.53  ham=79 (1 76 1 1)  opth=1
o 40   8.53  ham=79 (1 76 1 1)  opth=1
    run14  dpts:139..165  robin:WdegOnDom-Last  effs:2,037,377  asgs:(405,noefs=16,fails=81)  fails:814  wrgs:1,918  wck:7.41  ngds:94  sols:25  bounds:41..50
    run15  dpts:135..160  robin:FrbaOnDom-Rand  effs:2,096,802  asgs:(243,noefs=13,fails=50)  fails:864  wrgs:2,007  wck:7.64  ngds:103  sols:25  bounds:41..50
    run16  dpts:132..149  robin:Wdeg-First  effs:2,174,167  asgs:(274,noefs=5,fails=52)  fails:916  wrgs:2,106  wck:7.87  ngds:106  sols:25  bounds:41..50
    run17  dpts:181..201  robin:PickOnDom-Last  effs:2,269,500  asgs:(316,noefs=20,fails=55)  fails:971  wrgs:2,216  wck:8.20  ngds:110  sols:25  bounds:41..50
    run214  dpts:1119..1179  robin:WdegOnDom-First  effs:138,272,461  asgs:(2228,noefs=0,fails=300)  fails:102,375  wrgs:218,303  wck:294.4  ngds:1,479  sols:27  bounds:43..50
    run215  dpts:54..86  robin:FrbaOnDom-Last  effs:138,439,618  asgs:(658,noefs=26,fails=315)  fails:102,690  wrgs:218,738  wck:294.8  ngds:1,488  sols:27  bounds:43..50
    run216  dpts:40..54  robin:Wdeg-Rand  effs:138,900,611  asgs:(871,noefs=16,fails=330)  fails:103,020  wrgs:219,391  wck:295.5  ngds:1,495  sols:27  bounds:43..50
    run217  dpts:38..63  robin:PickOnDom-First  effs:139,468,445  asgs:(1113,noefs=0,fails=347)  fails:103,367  wrgs:220,398  wck:297.0  ngds:1,500  sols:27  bounds:43..50
    run218  dpts:59..88  robin:WdegOnDom-Last  effs:139,881,106  asgs:(1047,noefs=102,fails=364)  fails:103,731  wrgs:221,141  wck:297.7  ngds:1,505  sols:27  bounds:43..50
    run219  dpts:62..87  robin:FrbaOnDom-Rand  effs:140,220,090  asgs:(932,noefs=39,fails=383)  fails:104,114  wrgs:221,800  wck:298.7  ngds:1,515  sols:27  bounds:43..50
    run220  dpts:31..53  robin:Wdeg-First  effs:140,954,549  asgs:(1205,noefs=8,fails=402)  fails:104,516  wrgs:222,778  wck:300.1  ngds:1,521  sols:27  bounds:43..50
    run221  dpts:37..62  robin:PickOnDom-Last  effs:141,306,656  asgs:(950,noefs=28,fails=422)  fails:104,938  wrgs:223,434  wck:300.7  ngds:1,528  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run222  dpts:122..149  robin:WdegOnDom-Rand  effs:142,094,039  asgs:(1580,noefs=1,fails=443)  fails:105,381  wrgs:224,501  wck:302.0  ngds:1,532  sols:27  bounds:43..50
    run223  dpts:56..109  robin:FrbaOnDom-First  effs:143,074,715  asgs:(1507,noefs=34,fails=465)  fails:105,846  wrgs:225,672  wck:304.1  ngds:1,539  sols:27  bounds:43..50
    run224  dpts:121..143  robin:Wdeg-Last  effs:144,003,899  asgs:(1505,noefs=2,fails=488)  fails:106,334  wrgs:226,722  wck:305.8  ngds:1,543  sols:27  bounds:43..50
    run225  dpts:128..160  robin:PickOnDom-Rand  effs:144,719,503  asgs:(1670,noefs=14,fails=513)  fails:106,847  wrgs:227,940  wck:307.1  ngds:1,550  sols:27  bounds:43..50
    run226  dpts:180..205  robin:WdegOnDom-First  effs:145,866,359  asgs:(2092,noefs=0,fails=539)  fails:107,386  wrgs:229,327  wck:309.3  ngds:1,555  sols:27  bounds:43..50
    run227  dpts:464..485  robin:FrbaOnDom-Last  effs:146,446,452  asgs:(1754,noefs=34,fails=566)  fails:107,952  wrgs:230,232  wck:310.6  ngds:1,561  sols:27  bounds:43..50
    run228  dpts:64..89  robin:Wdeg-Rand  effs:147,326,820  asgs:(1670,noefs=1,fails=594)  fails:108,546  wrgs:231,555  wck:312.1  ngds:1,564  sols:27  bounds:43..50
    run229  dpts:82..112  robin:PickOnDom-First  effs:148,347,247  asgs:(2452,noefs=5,fails=624)  fails:109,170  wrgs:233,667  wck:314.8  ngds:1,570  sols:27  bounds:43..50
    run230  dpts:485..521  robin:WdegOnDom-Last  effs:149,384,514  asgs:(2661,noefs=29,fails=655)  fails:109,825  wrgs:235,239  wck:316.5  ngds:1,581  sols:27  bounds:43..50
    run231  dpts:441..465  robin:FrbaOnDom-Rand  effs:150,204,030  asgs:(2015,noefs=46,fails=688)  fails:110,513  wrgs:236,438  wck:318.4  ngds:1,586  sols:27  bounds:43..50
    run232  dpts:38..64  robin:Wdeg-First  effs:151,655,394  asgs:(2187,noefs=7,fails=722)  fails:111,235  wrgs:238,329  wck:322.0  ngds:1,590  sols:27  bounds:43..50
    run233  dpts:36..71  robin:PickOnDom-Last  effs:152,140,904  asgs:(1657,noefs=121,fails=758)  fails:111,993  wrgs:239,563  wck:323.0  ngds:1,597  sols:27  bounds:43..50
    run234  dpts:777..817  robin:WdegOnDom-Rand  effs:153,278,621  asgs:(3730,noefs=10,fails=796)  fails:112,789  wrgs:241,774  wck:324.9  ngds:1,601  sols:27  bounds:43..50
    run235  dpts:47..107  robin:FrbaOnDom-First  effs:154,508,725  asgs:(2473,noefs=92,fails=836)  fails:113,625  wrgs:243,895  wck:328.4  ngds:1,613  sols:27  bounds:43..50
    run236  dpts:28..54  robin:Wdeg-Last  effs:155,885,577  asgs:(2317,noefs=0,fails=878)  fails:114,503  wrgs:245,687  wck:331.1  ngds:1,615  sols:27  bounds:43..50
    run237  dpts:42..66  robin:PickOnDom-Rand  effs:156,830,698  asgs:(2355,noefs=14,fails=922)  fails:115,425  wrgs:247,439  wck:332.7  ngds:1,617  sols:27  bounds:43..50
    run238  dpts:429..477  robin:WdegOnDom-First  effs:158,953,304  asgs:(3959,noefs=0,fails=968)  fails:116,393  wrgs:250,217  wck:336.5  ngds:1,627  sols:27  bounds:43..50
    run239  dpts:67..117  robin:FrbaOnDom-Last  effs:159,819,519  asgs:(2324,noefs=60,fails=1016)  fails:117,409  wrgs:251,899  wck:338.8  ngds:1,634  sols:27  bounds:43..50
    run240  dpts:43..62  robin:Wdeg-Rand  effs:161,008,579  asgs:(2445,noefs=91,fails=1067)  fails:118,476  wrgs:253,732  wck:340.7  ngds:1,639  sols:27  bounds:43..50
    run241  dpts:48..85  robin:PickOnDom-First  effs:162,990,243  asgs:(3698,noefs=0,fails=1120)  fails:119,596  wrgs:257,142  wck:345.9  ngds:1,647  sols:27  bounds:43..50
    run242  dpts:920..962  robin:WdegOnDom-Last  effs:164,937,637  asgs:(4518,noefs=171,fails=1176)  fails:120,772  wrgs:259,974  wck:349.0  ngds:1,652  sols:27  bounds:43..50
    run243  dpts:43..99  robin:FrbaOnDom-Rand  effs:166,290,295  asgs:(2878,noefs=105,fails=1235)  fails:122,007  wrgs:262,377  wck:352.4  ngds:1,659  sols:27  bounds:43..50
    run244  dpts:41..68  robin:Wdeg-First  effs:168,901,936  asgs:(3981,noefs=0,fails=1297)  fails:123,304  wrgs:265,612  wck:358.9  ngds:1,667  sols:27  bounds:43..50
    run245  dpts:32..59  robin:PickOnDom-Last  effs:169,774,660  asgs:(2747,noefs=58,fails=1362)  fails:124,666  wrgs:267,451  wck:360.5  ngds:1,676  sols:27  bounds:43..50
    run246  dpts:304..330  robin:WdegOnDom-Rand  effs:172,539,007  asgs:(4922,noefs=0,fails=1430)  fails:126,096  wrgs:270,945  wck:366.3  ngds:1,681  sols:27  bounds:43..50
    run247  dpts:43..98  robin:FrbaOnDom-First  effs:174,599,526  asgs:(4010,noefs=135,fails=1501)  fails:127,597  wrgs:274,501  wck:372.0  ngds:1,688  sols:27  bounds:43..50
    run248  dpts:31..68  robin:Wdeg-Last  effs:176,438,229  asgs:(4302,noefs=72,fails=1577)  fails:129,174  wrgs:277,591  wck:375.7  ngds:1,693  sols:27  bounds:43..50
    run249  dpts:29..69  robin:PickOnDom-Rand  effs:178,148,152  asgs:(4543,noefs=25,fails=1655)  fails:130,829  wrgs:281,059  wck:379.7  ngds:1,699  sols:27  bounds:43..50
    run250  dpts:493..522  robin:WdegOnDom-First  effs:183,939,392  asgs:(7003,noefs=0,fails=1738)  fails:132,567  wrgs:286,016  wck:391.4  ngds:1,706  sols:27  bounds:43..50
    run251  dpts:55..86  robin:FrbaOnDom-Last  effs:185,376,737  asgs:(3700,noefs=128,fails=1825)  fails:134,392  wrgs:288,752  wck:395.4  ngds:1,727  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run252  dpts:120..151  robin:Wdeg-Rand  effs:188,649,910  asgs:(5406,noefs=11,fails=1916)  fails:136,308  wrgs:293,118  wck:401.2  ngds:1,737  sols:27  bounds:43..50
    run253  dpts:139..168  robin:PickOnDom-First  effs:192,225,087  asgs:(8289,noefs=0,fails=2012)  fails:138,320  wrgs:300,601  wck:408.4  ngds:1,742  sols:27  bounds:43..50
    run254  dpts:120..154  robin:WdegOnDom-Last  effs:195,504,363  asgs:(6519,noefs=7,fails=2113)  fails:140,433  wrgs:304,919  wck:414.3  ngds:1,748  sols:27  bounds:43..50
    run255  dpts:59..106  robin:FrbaOnDom-Rand  effs:197,532,077  asgs:(4828,noefs=97,fails=2219)  fails:142,652  wrgs:308,461  wck:418.4  ngds:1,766  sols:27  bounds:43..50
    run256  dpts:59..88  robin:Wdeg-First  effs:201,916,964  asgs:(6657,noefs=0,fails=2329)  fails:144,981  wrgs:313,998  wck:425.2  ngds:1,778  sols:27  bounds:43..50
    run257  dpts:81..118  robin:PickOnDom-Last  effs:206,844,287  asgs:(9102,noefs=11,fails=2446)  fails:147,427  wrgs:321,345  wck:438.8  ngds:1,786  sols:27  bounds:43..50
    run258  dpts:170..200  robin:WdegOnDom-Rand  effs:211,419,045  asgs:(8540,noefs=71,fails=2568)  fails:149,995  wrgs:327,162  wck:446.5  ngds:1,793  sols:27  bounds:43..50
    run259  dpts:398..439  robin:FrbaOnDom-First  effs:214,662,698  asgs:(6882,noefs=135,fails=2697)  fails:152,692  wrgs:332,395  wck:453.2  ngds:1,802  sols:27  bounds:43..50
    run260  dpts:52..192  robin:Wdeg-Last  effs:218,950,555  asgs:(7807,noefs=8,fails=2832)  fails:155,524  wrgs:338,152  wck:463.7  ngds:1,808  sols:27  bounds:43..50
    run261  dpts:35..66  robin:PickOnDom-Rand  effs:220,967,428  asgs:(6342,noefs=231,fails=2973)  fails:158,497  wrgs:342,986  wck:467.0  ngds:1,819  sols:27  bounds:43..50
    run262  dpts:449..675  robin:WdegOnDom-First  effs:232,034,410  asgs:(12310,noefs=14,fails=3122)  fails:161,619  wrgs:352,413  wck:492.5  ngds:1,825  sols:27  bounds:43..50
    run263  dpts:454..514  robin:FrbaOnDom-Last  effs:234,263,546  asgs:(6736,noefs=241,fails=3278)  fails:164,897  wrgs:357,147  wck:498.1  ngds:1,843  sols:27  bounds:43..50
    run264  dpts:33..56  robin:Wdeg-Rand  effs:238,025,387  asgs:(8024,noefs=238,fails=3442)  fails:168,339  wrgs:363,451  wck:503.9  ngds:1,860  sols:27  bounds:43..50
    run265  dpts:38..84  robin:PickOnDom-First  effs:243,577,839  asgs:(11960,noefs=3,fails=3614)  fails:171,953  wrgs:374,707  wck:517.0  ngds:1,864  sols:27  bounds:43..50
    run266  dpts:177..303  robin:WdegOnDom-Last  effs:249,505,453  asgs:(11508,noefs=115,fails=3795)  fails:175,748  wrgs:382,736  wck:528.0  ngds:1,869  sols:27  bounds:43..50
    run267  dpts:106..157  robin:FrbaOnDom-Rand  effs:252,299,508  asgs:(8359,noefs=209,fails=3985)  fails:179,733  wrgs:389,466  wck:536.3  ngds:1,883  sols:27  bounds:43..50
    run268  dpts:47..73  robin:Wdeg-First  effs:262,097,863  asgs:(13391,noefs=3,fails=4184)  fails:183,917  wrgs:400,449  wck:559.6  ngds:1,888  sols:27  bounds:43..50
    run269  dpts:25..44  robin:PickOnDom-Last  effs:264,462,960  asgs:(9156,noefs=32,fails=4393)  fails:188,310  wrgs:406,219  wck:564.4  ngds:1,908  sols:27  bounds:43..50
    run270  dpts:437..521  robin:WdegOnDom-Rand  effs:279,513,761  asgs:(18888,noefs=221,fails=4613)  fails:192,923  wrgs:420,939  wck:592.3  ngds:1,915  sols:27  bounds:43..50
 ...resetting restart cutoff to 65
    run271  dpts:56..91  robin:FrbaOnDom-First  effs:279,700,935  asgs:(254,noefs=10,fails=65)  fails:192,988  wrgs:421,106  wck:592.9  ngds:1,921  sols:27  bounds:43..50
    run272  dpts:41..54  robin:Wdeg-Last  effs:279,795,195  asgs:(227,noefs=17,fails=68)  fails:193,056  wrgs:421,244  wck:593.1  ngds:1,929  sols:27  bounds:43..50
    run273  dpts:37..53  robin:PickOnDom-Rand  effs:279,888,296  asgs:(247,noefs=0,fails=71)  fails:193,127  wrgs:421,427  wck:593.4  ngds:1,933  sols:27  bounds:43..50
    run274  dpts:318..333  robin:WdegOnDom-First  effs:279,998,069  asgs:(549,noefs=12,fails=75)  fails:193,202  wrgs:421,626  wck:593.6  ngds:1,935  sols:27  bounds:43..50
    run275  dpts:52..66  robin:FrbaOnDom-Last  effs:280,106,299  asgs:(231,noefs=14,fails=79)  fails:193,281  wrgs:421,761  wck:594.0  ngds:1,952  sols:27  bounds:43..50
    run276  dpts:40..57  robin:Wdeg-Rand  effs:280,258,358  asgs:(297,noefs=12,fails=82)  fails:193,363  wrgs:421,953  wck:594.4  ngds:1,956  sols:27  bounds:43..50
    run277  dpts:38..53  robin:PickOnDom-First  effs:280,379,052  asgs:(268,noefs=0,fails=87)  fails:193,450  wrgs:422,159  wck:594.7  ngds:1,961  sols:27  bounds:43..50
    run278  dpts:320..337  robin:WdegOnDom-Last  effs:280,505,425  asgs:(578,noefs=11,fails=91)  fails:193,541  wrgs:422,344  wck:594.9  ngds:1,965  sols:27  bounds:43..50
    run279  dpts:51..99  robin:FrbaOnDom-Rand  effs:280,755,779  asgs:(362,noefs=12,fails=96)  fails:193,637  wrgs:422,613  wck:595.6  ngds:1,970  sols:27  bounds:43..50
    run280  dpts:40..53  robin:Wdeg-First  effs:280,970,826  asgs:(373,noefs=10,fails=100)  fails:193,737  wrgs:422,879  wck:596.1  ngds:1,974  sols:27  bounds:43..50
    run281  dpts:36..52  robin:PickOnDom-Last  effs:281,109,658  asgs:(316,noefs=8,fails=105)  fails:193,842  wrgs:423,127  wck:596.5  ngds:1,982  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run282  dpts:137..155  robin:WdegOnDom-Rand  effs:281,333,032  asgs:(519,noefs=0,fails=111)  fails:193,953  wrgs:423,404  wck:596.9  ngds:1,986  sols:27  bounds:43..50
    run283  dpts:33..57  robin:FrbaOnDom-First  effs:281,474,954  asgs:(318,noefs=5,fails=116)  fails:194,069  wrgs:423,608  wck:597.3  ngds:1,990  sols:27  bounds:43..50
    run284  dpts:136..155  robin:Wdeg-Last  effs:281,667,302  asgs:(451,noefs=7,fails=122)  fails:194,191  wrgs:423,854  wck:597.7  ngds:1,992  sols:27  bounds:43..50
    run285  dpts:142..162  robin:PickOnDom-Rand  effs:281,966,711  asgs:(629,noefs=0,fails=128)  fails:194,319  wrgs:424,263  wck:598.3  ngds:1,994  sols:27  bounds:43..50
    run286  dpts:168..185  robin:WdegOnDom-First  effs:282,262,149  asgs:(673,noefs=0,fails=135)  fails:194,454  wrgs:424,630  wck:598.8  ngds:1,996  sols:27  bounds:43..50
    run287  dpts:196..213  robin:FrbaOnDom-Last  effs:282,389,609  asgs:(506,noefs=7,fails=141)  fails:194,595  wrgs:424,837  wck:599.2  ngds:1,999  sols:27  bounds:43..50
    run288  dpts:109..127  robin:Wdeg-Rand  effs:282,538,690  asgs:(428,noefs=18,fails=148)  fails:194,743  wrgs:425,097  wck:599.5  ngds:2,003  sols:27  bounds:43..50
    run289  dpts:82..117  robin:PickOnDom-First  effs:282,911,806  asgs:(662,noefs=13,fails=156)  fails:194,899  wrgs:425,564  wck:600.3  ngds:2,017  sols:27  bounds:43..50
    run290  dpts:746..770  robin:WdegOnDom-Last  effs:283,089,459  asgs:(1207,noefs=5,fails=164)  fails:195,063  wrgs:425,875  wck:600.6  ngds:2,020  sols:27  bounds:43..50
    run291  dpts:344..358  robin:FrbaOnDom-Rand  effs:283,229,822  asgs:(669,noefs=7,fails=172)  fails:195,235  wrgs:426,147  wck:601.0  ngds:2,022  sols:27  bounds:43..50
    run292  dpts:127..147  robin:Wdeg-First  effs:283,783,512  asgs:(726,noefs=13,fails=181)  fails:195,416  wrgs:426,668  wck:602.6  ngds:2,027  sols:27  bounds:43..50
    run293  dpts:35..67  robin:PickOnDom-Last  effs:283,983,147  asgs:(517,noefs=10,fails=190)  fails:195,606  wrgs:427,023  wck:603.0  ngds:2,033  sols:27  bounds:43..50
    run294  dpts:183..201  robin:WdegOnDom-Rand  effs:284,376,248  asgs:(869,noefs=0,fails=199)  fails:195,805  wrgs:427,535  wck:603.7  ngds:2,037  sols:27  bounds:43..50
    run295  dpts:210..240  robin:FrbaOnDom-First  effs:284,650,502  asgs:(698,noefs=14,fails=209)  fails:196,014  wrgs:427,978  wck:604.4  ngds:2,043  sols:27  bounds:43..50
    run296  dpts:48..62  robin:Wdeg-Last  effs:284,913,430  asgs:(561,noefs=35,fails=220)  fails:196,234  wrgs:428,375  wck:604.8  ngds:2,048  sols:27  bounds:43..50
    run297  dpts:36..52  robin:PickOnDom-Rand  effs:285,111,485  asgs:(526,noefs=10,fails=231)  fails:196,465  wrgs:428,717  wck:605.2  ngds:2,055  sols:27  bounds:43..50
    run298  dpts:499..651  robin:WdegOnDom-First  effs:285,924,297  asgs:(1541,noefs=0,fails=242)  fails:196,707  wrgs:429,565  wck:607.4  ngds:2,058  sols:27  bounds:43..50
    run299  dpts:138..166  robin:FrbaOnDom-Last  effs:286,106,581  asgs:(655,noefs=13,fails=254)  fails:196,961  wrgs:429,948  wck:607.9  ngds:2,066  sols:27  bounds:43..50
    run300  dpts:38..54  robin:Wdeg-Rand  effs:286,448,097  asgs:(697,noefs=1,fails=267)  fails:197,228  wrgs:430,469  wck:608.6  ngds:2,071  sols:27  bounds:43..50
    run301  dpts:59..85  robin:PickOnDom-First  effs:286,988,608  asgs:(1050,noefs=0,fails=280)  fails:197,508  wrgs:431,382  wck:610.1  ngds:2,079  sols:27  bounds:43..50
    run302  dpts:231..258  robin:WdegOnDom-Last  effs:287,371,443  asgs:(1107,noefs=74,fails=294)  fails:197,802  wrgs:432,016  wck:610.9  ngds:2,085  sols:27  bounds:43..50
    run303  dpts:102..161  robin:FrbaOnDom-Rand  effs:287,621,124  asgs:(718,noefs=25,fails=309)  fails:198,111  wrgs:432,543  wck:611.6  ngds:2,094  sols:27  bounds:43..50
    run304  dpts:32..54  robin:Wdeg-First  effs:288,263,873  asgs:(1105,noefs=0,fails=325)  fails:198,436  wrgs:433,447  wck:612.8  ngds:2,103  sols:27  bounds:43..50
    run305  dpts:32..51  robin:PickOnDom-Last  effs:288,524,910  asgs:(791,noefs=46,fails=341)  fails:198,777  wrgs:433,991  wck:613.4  ngds:2,112  sols:27  bounds:43..50
    run306  dpts:598..652  robin:WdegOnDom-Rand  effs:289,185,223  asgs:(1785,noefs=0,fails=358)  fails:199,135  wrgs:434,890  wck:614.7  ngds:2,118  sols:27  bounds:43..50
    run307  dpts:45..78  robin:FrbaOnDom-First  effs:289,548,988  asgs:(928,noefs=50,fails=376)  fails:199,511  wrgs:435,673  wck:615.6  ngds:2,135  sols:27  bounds:43..50
    run308  dpts:31..43  robin:Wdeg-Last  effs:289,938,334  asgs:(786,noefs=65,fails=395)  fails:199,906  wrgs:436,251  wck:616.3  ngds:2,145  sols:27  bounds:43..50
    run309  dpts:26..49  robin:PickOnDom-Rand  effs:290,337,615  asgs:(962,noefs=1,fails=415)  fails:200,321  wrgs:436,942  wck:616.9  ngds:2,153  sols:27  bounds:43..50
    run310  dpts:389..415  robin:WdegOnDom-First  effs:291,044,014  asgs:(1893,noefs=2,fails=435)  fails:200,756  wrgs:438,118  wck:618.1  ngds:2,160  sols:27  bounds:43..50
    run311  dpts:48..74  robin:FrbaOnDom-Last  effs:291,394,145  asgs:(936,noefs=38,fails=457)  fails:201,213  wrgs:438,806  wck:619.0  ngds:2,182  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run312  dpts:133..158  robin:Wdeg-Rand  effs:292,350,660  asgs:(1599,noefs=2,fails=480)  fails:201,693  wrgs:439,999  wck:620.8  ngds:2,186  sols:27  bounds:43..50
    run313  dpts:138..169  robin:PickOnDom-First  effs:293,378,761  asgs:(2033,noefs=3,fails=504)  fails:202,197  wrgs:441,728  wck:622.8  ngds:2,192  sols:27  bounds:43..50
    run314  dpts:130..153  robin:WdegOnDom-Last  effs:294,280,719  asgs:(1778,noefs=7,fails=529)  fails:202,726  wrgs:442,849  wck:624.3  ngds:2,197  sols:27  bounds:43..50
    run315  dpts:33..58  robin:FrbaOnDom-Rand  effs:294,842,665  asgs:(1393,noefs=32,fails=556)  fails:203,282  wrgs:443,814  wck:625.3  ngds:2,203  sols:27  bounds:43..50
    run316  dpts:91..115  robin:Wdeg-First  effs:295,576,336  asgs:(1531,noefs=86,fails=584)  fails:203,866  wrgs:445,035  wck:626.5  ngds:2,205  sols:27  bounds:43..50
    run317  dpts:82..113  robin:PickOnDom-Last  effs:296,648,432  asgs:(2059,noefs=14,fails=613)  fails:204,479  wrgs:446,619  wck:629.5  ngds:2,215  sols:27  bounds:43..50
    run318  dpts:158..181  robin:WdegOnDom-Rand  effs:297,839,680  asgs:(2643,noefs=49,fails=643)  fails:205,122  wrgs:448,465  wck:631.5  ngds:2,220  sols:27  bounds:43..50
    run319  dpts:130..159  robin:FrbaOnDom-First  effs:298,508,449  asgs:(1668,noefs=55,fails=676)  fails:205,798  wrgs:449,645  wck:632.7  ngds:2,228  sols:27  bounds:43..50
    run320  dpts:43..77  robin:Wdeg-Last  effs:300,362,143  asgs:(2524,noefs=3,fails=709)  fails:206,507  wrgs:451,547  wck:638.2  ngds:2,236  sols:27  bounds:43..50
    run321  dpts:41..62  robin:PickOnDom-Rand  effs:301,000,202  asgs:(1859,noefs=50,fails=745)  fails:207,252  wrgs:452,972  wck:639.4  ngds:2,246  sols:27  bounds:43..50
    run322  dpts:829..857  robin:WdegOnDom-First  effs:302,101,237  asgs:(3735,noefs=119,fails=782)  fails:208,034  wrgs:455,267  wck:641.0  ngds:2,252  sols:27  bounds:43..50
    run323  dpts:379..402  robin:FrbaOnDom-Last  effs:302,863,786  asgs:(1950,noefs=54,fails=821)  fails:208,855  wrgs:456,455  wck:642.7  ngds:2,262  sols:27  bounds:43..50
    run324  dpts:50..68  robin:Wdeg-Rand  effs:304,238,824  asgs:(2571,noefs=2,fails=862)  fails:209,717  wrgs:458,440  wck:645.4  ngds:2,268  sols:27  bounds:43..50
