instance_id,instance,family,target_run,target_status,target_validation,target_detail,any_kat_incumbent,kat_incumbent_run_count,kat_incumbent_runs,any_external_incumbent,external_incumbent_run_count,external_incumbent_runs
531,competition/2022-2025/COP22to25/LargeScaleScheduling-00800-0_c23.xml.lzma,LargeScaleScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,3,pycsp3-extra-ortools-1t-rerun1-20260505=1707610.0; pycsp3-extra-ortools-1t-verbose1-20260509=1707610.0; pycsp3-extra-ortools-20260505=1703293.0
532,competition/2022-2025/COP22to25/LargeScaleScheduling-01600-0_c23.xml.lzma,LargeScaleScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,3,pycsp3-extra-ortools-1t-rerun1-20260505=3221674.0; pycsp3-extra-ortools-1t-verbose1-20260509=3221674.0; pycsp3-extra-ortools-20260505=3205920.0
533,competition/2022-2025/COP22to25/LargeScaleScheduling-03200-0_c23.xml.lzma,LargeScaleScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,3,pycsp3-extra-ortools-1t-rerun1-20260505=6798723.0; pycsp3-extra-ortools-1t-verbose1-20260509=6798723.0; pycsp3-extra-ortools-20260505=6787460.0
534,competition/2022-2025/COP22to25/LargeScaleScheduling-06400-0_c23.xml.lzma,LargeScaleScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,2,pycsp3-extra-ortools-1t-rerun1-20260505=13076281.0; pycsp3-extra-ortools-1t-verbose1-20260509=13076281.0
535,competition/2022-2025/COP22to25/LargeScaleScheduling-12800-0_c23.xml.lzma,LargeScaleScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,2,pycsp3-extra-ortools-1t-rerun1-20260505=2875489.0; pycsp3-extra-ortools-1t-verbose1-20260509=2875489.0
536,competition/2022-2025/COP22to25/LargeScaleScheduling-25600-0_c23.xml.lzma,LargeScaleScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
543,competition/2022-2025/COP22to25/LitPuzzle-25_c24.xml.lzma,LitPuzzle,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
545,competition/2022-2025/COP22to25/LitPuzzle-40_c24.xml.lzma,LitPuzzle,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
546,competition/2022-2025/COP22to25/LitPuzzle-50_c24.xml.lzma,LitPuzzle,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
558,competition/2022-2025/COP22to25/LowAutocorrelation-800_c25.xml.lzma,LowAutocorrelation,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-log-scop=170346800,1,4,ace64g-rr-20260505=161598060; pycsp3-extra-ortools-1t-rerun1-20260505=45260872.0; pycsp3-extra-ortools-1t-verbose1-20260509=45260872.0; pycsp3-extra-ortools-20260505=251128.0
572,competition/2022-2025/COP22to25/MaximumDensityOscillatingLife-7-5_c24.xml.lzma,MaximumDensityOscillatingLife,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,835f8aaf-scip-log-scop-dynamic=96,0,0,
573,competition/2022-2025/COP22to25/MaximumDensityOscillatingLife-7-6_c24.xml.lzma,MaximumDensityOscillatingLife,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
579,competition/2022-2025/COP22to25/MetabolicNetwork-36_c25.xml.lzma,MetabolicNetwork,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=3; pycsp3-extra-ortools-1t-rerun1-20260505=3.0; pycsp3-extra-ortools-1t-verbose1-20260509=3.0; pycsp3-extra-ortools-20260505=3.0
580,competition/2022-2025/COP22to25/MetabolicNetwork-37_c25.xml.lzma,MetabolicNetwork,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=1; pycsp3-extra-ortools-1t-rerun1-20260505=1.0; pycsp3-extra-ortools-1t-verbose1-20260509=1.0; pycsp3-extra-ortools-20260505=1.0
581,competition/2022-2025/COP22to25/MetabolicNetwork-38_c25.xml.lzma,MetabolicNetwork,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=2; pycsp3-extra-ortools-1t-rerun1-20260505=2.0; pycsp3-extra-ortools-1t-verbose1-20260509=2.0; pycsp3-extra-ortools-20260505=2.0
582,competition/2022-2025/COP22to25/MetabolicNetwork-39_c25.xml.lzma,MetabolicNetwork,1173b3f4-direct-order-extprop8196-s40-20260512,,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=2; pycsp3-extra-ortools-1t-rerun1-20260505=2.0; pycsp3-extra-ortools-1t-verbose1-20260509=2.0; pycsp3-extra-ortools-20260505=2.0
583,competition/2022-2025/COP22to25/MetabolicNetwork-40_c25.xml.lzma,MetabolicNetwork,1173b3f4-direct-order-extprop8196-s40-20260512,,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=15; pycsp3-extra-ortools-1t-rerun1-20260505=15.0; pycsp3-extra-ortools-1t-verbose1-20260509=15.0; pycsp3-extra-ortools-20260505=15.0
585,competition/2022-2025/COP22to25/MetabolicNetwork-43_c25.xml.lzma,MetabolicNetwork,1173b3f4-direct-order-extprop8196-s40-20260512,,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=1; pycsp3-extra-ortools-1t-rerun1-20260505=1.0; pycsp3-extra-ortools-1t-verbose1-20260509=1.0; pycsp3-extra-ortools-20260505=1.0
586,competition/2022-2025/COP22to25/MetabolicNetwork-45_c25.xml.lzma,MetabolicNetwork,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=2; pycsp3-extra-ortools-1t-rerun1-20260505=2.0; pycsp3-extra-ortools-1t-verbose1-20260509=2.0; pycsp3-extra-ortools-20260505=2.0
587,competition/2022-2025/COP22to25/MetabolicNetwork-47_c25.xml.lzma,MetabolicNetwork,1173b3f4-direct-order-extprop8196-s40-20260512,,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=1; pycsp3-extra-ortools-1t-rerun1-20260505=1.0; pycsp3-extra-ortools-1t-verbose1-20260509=1.0; pycsp3-extra-ortools-20260505=1.0
588,competition/2022-2025/COP22to25/MetabolicNetwork-49_c25.xml.lzma,MetabolicNetwork,1173b3f4-direct-order-extprop8196-s40-20260512,,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=3; pycsp3-extra-ortools-1t-rerun1-20260505=3.0; pycsp3-extra-ortools-1t-verbose1-20260509=3.0; pycsp3-extra-ortools-20260505=3.0
627,competition/2022-2025/COP22to25/NurseRostering-19_c22.xml.lzma,NurseRostering,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,6,1173b3f4-scip-direct-order-extge-eager-dynwatch=46847; 1d1a452a-direct-order=46044; 31b6e7a3-scip-rerun1=46026; 835f8aaf-scip-direct-order-dynamic=49603; 9c976720-scip-direct-order-dynamic=44818; bd3c9f7d-scip-direct-order-dynamic=46044,0,0,
628,competition/2022-2025/COP22to25/NurseRostering-20_c22.xml.lzma,NurseRostering,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
635,competition/2022-2025/COP22to25/NursingWorkload-3zones0_c22.xml.lzma,NursingWorkload,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1173b3f4-scip-direct-order-extge-eager-dynwatch=106863; 1d1a452a-direct-order=107459; 1d1a452a-log-scop=106681; 31b6e7a3-scip-log-scop-rerun2=107369; 31b6e7a3-scip-rerun1=107459; 835f8aaf-scip-direct-order-dynamic=106863; 835f8aaf-scip-log-scop-dynamic=107215; 9c976720-scip-direct-order-dynamic=107175; 9c976720-scip-log-scop-dynamic=107369; a32997fd-direct-order=107459; bd3c9f7d-scip-direct-order-dynamic=107175; bd3c9f7d-scip-log-scop-dynamic=107369,1,4,ace64g-rr-20260505=106509; pycsp3-extra-ortools-1t-rerun1-20260505=106509.0; pycsp3-extra-ortools-1t-verbose1-20260509=106509.0; pycsp3-extra-ortools-20260505=106509.0
638,competition/2022-2025/COP22to25/NursingWorkload-3zones3_c22.xml.lzma,NursingWorkload,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1173b3f4-scip-direct-order-extge-eager-dynwatch=123375; 1d1a452a-direct-order=120465; 1d1a452a-log-scop=120433; 31b6e7a3-scip-log-scop-rerun2=122251; 31b6e7a3-scip-rerun1=120465; 835f8aaf-scip-direct-order-dynamic=123375; 835f8aaf-scip-log-scop-dynamic=123891; 9c976720-scip-direct-order-dynamic=120465; 9c976720-scip-log-scop-dynamic=122251; a32997fd-direct-order=120465; bd3c9f7d-scip-direct-order-dynamic=120465; bd3c9f7d-scip-log-scop-dynamic=122251,1,4,ace64g-rr-20260505=120143; pycsp3-extra-ortools-1t-rerun1-20260505=120143.0; pycsp3-extra-ortools-1t-verbose1-20260509=120143.0; pycsp3-extra-ortools-20260505=121171.0
639,competition/2022-2025/COP22to25/NursingWorkload-3zones4_c22.xml.lzma,NursingWorkload,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
640,competition/2022-2025/COP22to25/NursingWorkload-6zones_c22.xml.lzma,NursingWorkload,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
669,competition/2022-2025/COP22to25/Pyramid-12-10000_c24.xml.lzma,Pyramid,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=9504; 31b6e7a3-scip-log-scop-rerun2=9504; 835f8aaf-scip-log-scop-dynamic=9504; 9c976720-scip-log-scop-dynamic=9504; bd3c9f7d-scip-log-scop-dynamic=9504,1,2,ace64g-rr-20260505=9504; pycsp3-extra-ortools-20260505=9504.0
670,competition/2022-2025/COP22to25/Pyramid-13-20000_c24.xml.lzma,Pyramid,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=19872; 31b6e7a3-scip-log-scop-rerun2=19872; 835f8aaf-scip-log-scop-dynamic=19872; 9c976720-scip-log-scop-dynamic=19872; bd3c9f7d-scip-log-scop-dynamic=19872,1,2,ace64g-rr-20260505=19872; pycsp3-extra-ortools-20260505=19872.0
671,competition/2022-2025/COP22to25/Pyramid-14-45000_c24.xml.lzma,Pyramid,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=42149; 31b6e7a3-scip-log-scop-rerun2=42128; 835f8aaf-scip-log-scop-dynamic=44536; 9c976720-scip-log-scop-dynamic=41455; bd3c9f7d-scip-log-scop-dynamic=41455,1,2,ace64g-rr-20260505=41455; pycsp3-extra-ortools-20260505=41455.0
672,competition/2022-2025/COP22to25/Pyramid-15-80000_c24.xml.lzma,Pyramid,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
673,competition/2022-2025/COP22to25/Pyramid-16-200000_c24.xml.lzma,Pyramid,1173b3f4-direct-order-extprop8196-s40-20260512,,skipped_no_incumbent,,1,4,1d1a452a-log-scop=194363; 31b6e7a3-scip-log-scop-rerun2=194363; 9c976720-scip-log-scop-dynamic=180260; bd3c9f7d-scip-log-scop-dynamic=179768,1,2,ace64g-rr-20260505=178806; pycsp3-extra-ortools-20260505=178630.0
724,competition/2022-2025/COP22to25/RoadefPlaning2-2022-10_c25.xml.lzma,RoadefPlaning2,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
728,competition/2022-2025/COP22to25/RoadefPlaning2-2023-12_c25.xml.lzma,RoadefPlaning2,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-direct-order=38; 31b6e7a3-scip-rerun1=38; 9c976720-scip-direct-order-dynamic=19; a32997fd-direct-order=38; bd3c9f7d-scip-direct-order-dynamic=17,1,4,ace64g-rr-20260505=10; pycsp3-extra-ortools-1t-rerun1-20260505=10.0; pycsp3-extra-ortools-1t-verbose1-20260509=10.0; pycsp3-extra-ortools-20260505=10.0
731,competition/2022-2025/COP22to25/RoadefPlaning2-2024-10_c25.xml.lzma,RoadefPlaning2,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,11,1d1a452a-direct-order=13; 1d1a452a-log-scop=8; 31b6e7a3-scip-log-scop-rerun2=8; 31b6e7a3-scip-rerun1=6; 835f8aaf-scip-log-scop-dynamic=12; 9c976720-scip-direct-order-dynamic=4; 9c976720-scip-log-scop-dynamic=9; a32997fd-direct-order=6; aac6b714-scip-direct-order-dynamic=4; bd3c9f7d-scip-direct-order-dynamic=4; bd3c9f7d-scip-log-scop-dynamic=9,1,4,ace64g-rr-20260505=4; pycsp3-extra-ortools-1t-rerun1-20260505=4.0; pycsp3-extra-ortools-1t-verbose1-20260509=4.0; pycsp3-extra-ortools-20260505=4.0
746,competition/2022-2025/COP22to25/RubiksCube-10-4-20-1_c24.xml.lzma,RubiksCube,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
747,competition/2022-2025/COP22to25/RubiksCube-10-4-20-2_c24.xml.lzma,RubiksCube,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
750,competition/2022-2025/COP22to25/RubiksCube-11-4-20-1_c24.xml.lzma,RubiksCube,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
751,competition/2022-2025/COP22to25/RubiksCube-11-4-20-2_c24.xml.lzma,RubiksCube,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
753,competition/2022-2025/COP22to25/RubiksCube-12-4-20-0_c24.xml.lzma,RubiksCube,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
755,competition/2022-2025/COP22to25/RubiksCube-12-4-20-2_c24.xml.lzma,RubiksCube,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
756,competition/2022-2025/COP22to25/RubiksCube-13-4-20-0_c24.xml.lzma,RubiksCube,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
757,competition/2022-2025/COP22to25/RubiksCube-13-4-20-1_c24.xml.lzma,RubiksCube,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
758,competition/2022-2025/COP22to25/RubiksCube-13-4-20-2_c24.xml.lzma,RubiksCube,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
759,competition/2022-2025/COP22to25/Rulemining-fmeas--hab-10-2_c23.xml.lzma,Rulemining,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,0,0,
772,competition/2022-2025/COP22to25/SREFLP-Cl30_c23.xml.lzma,SREFLP,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1173b3f4-scip-direct-order-extge-eager-dynwatch=337410; 1d1a452a-direct-order=337410; 1d1a452a-log-scop=295630; 31b6e7a3-scip-log-scop-rerun2=301060; 31b6e7a3-scip-rerun1=325610; 835f8aaf-scip-direct-order-dynamic=337410; 835f8aaf-scip-log-scop-dynamic=334870; 9c976720-scip-direct-order-dynamic=298980; 9c976720-scip-log-scop-dynamic=301060; a32997fd-direct-order=337410; bd3c9f7d-scip-direct-order-dynamic=337410; bd3c9f7d-scip-log-scop-dynamic=301060,1,4,ace64g-rr-20260505=207590; pycsp3-extra-ortools-1t-rerun1-20260505=223990.0; pycsp3-extra-ortools-1t-verbose1-20260509=225400.0; pycsp3-extra-ortools-20260505=239240.0
788,competition/2022-2025/COP22to25/SameQueensKnights-b-30_c24.xml.lzma,SameQueensKnights,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1173b3f4-scip-direct-order-extge-eager-dynwatch=49; 1d1a452a-direct-order=22; 1d1a452a-log-scop=32; 31b6e7a3-scip-log-scop-rerun2=32; 31b6e7a3-scip-rerun1=36; 835f8aaf-scip-direct-order-dynamic=22; 835f8aaf-scip-log-scop-dynamic=32; 9c976720-scip-direct-order-dynamic=39; 9c976720-scip-log-scop-dynamic=32; aac6b714-scip-direct-order-dynamic=22; bd3c9f7d-scip-direct-order-dynamic=22; bd3c9f7d-scip-log-scop-dynamic=32,1,4,ace64g-rr-20260505=52; pycsp3-extra-ortools-1t-rerun1-20260505=50.0; pycsp3-extra-ortools-1t-verbose1-20260509=50.0; pycsp3-extra-ortools-20260505=50.0
789,competition/2022-2025/COP22to25/SameQueensKnights-b-35_c24.xml.lzma,SameQueensKnights,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1173b3f4-scip-direct-order-extge-eager-dynwatch=58; 1d1a452a-direct-order=29; 1d1a452a-log-scop=44; 31b6e7a3-scip-log-scop-rerun2=36; 31b6e7a3-scip-rerun1=29; 835f8aaf-scip-direct-order-dynamic=29; 835f8aaf-scip-log-scop-dynamic=38; 9c976720-scip-direct-order-dynamic=44; 9c976720-scip-log-scop-dynamic=36; aac6b714-scip-direct-order-dynamic=29; bd3c9f7d-scip-direct-order-dynamic=29; bd3c9f7d-scip-log-scop-dynamic=39,1,4,ace64g-rr-20260505=61; pycsp3-extra-ortools-1t-rerun1-20260505=59.0; pycsp3-extra-ortools-1t-verbose1-20260509=59.0; pycsp3-extra-ortools-20260505=59.0
796,competition/2022-2025/COP22to25/SameQueensKnights-b-70_c24.xml.lzma,SameQueensKnights,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=121; pycsp3-extra-ortools-1t-rerun1-20260505=23.0; pycsp3-extra-ortools-1t-verbose1-20260509=23.0; pycsp3-extra-ortools-20260505=117.0
797,competition/2022-2025/COP22to25/SameQueensKnights-b-75_c24.xml.lzma,SameQueensKnights,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=133; pycsp3-extra-ortools-1t-rerun1-20260505=8.0; pycsp3-extra-ortools-1t-verbose1-20260509=8.0; pycsp3-extra-ortools-20260505=123.0
811,competition/2022-2025/COP22to25/SchedulingOS-gp-10-05_c25.xml.lzma,SchedulingOS,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,13,1173b3f4-scip-direct-order-extge-eager-dynwatch=10329; 1d1a452a-direct-order=4820; 1d1a452a-log-scop=3841; 31b6e7a3-scip-log-scop-rerun2=3568; 31b6e7a3-scip-rerun1=10329; 835f8aaf-scip-direct-order-dynamic=10329; 835f8aaf-scip-log-scop-dynamic=1333; 9c976720-scip-direct-order-dynamic=9421; 9c976720-scip-log-scop-dynamic=2090; a32997fd-direct-order=9856; aac6b714-scip-direct-order-dynamic=10155; bd3c9f7d-scip-direct-order-dynamic=10329; bd3c9f7d-scip-log-scop-dynamic=1360,1,4,ace64g-rr-20260505=1330; pycsp3-extra-ortools-1t-rerun1-20260505=1082.0; pycsp3-extra-ortools-1t-verbose1-20260509=1082.0; pycsp3-extra-ortools-20260505=1096.0
879,competition/2022-2025/COP22to25/TSPTW2-n060w080-1_c23.xml.lzma,TSPTW2,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,7,1173b3f4-scip-direct-order-extge-eager-dynwatch=559; 1d1a452a-direct-order=567; 31b6e7a3-scip-rerun1=574; 835f8aaf-scip-direct-order-dynamic=574; 9c976720-scip-direct-order-dynamic=565; a32997fd-direct-order=574; bd3c9f7d-scip-direct-order-dynamic=574,1,3,pycsp3-extra-ortools-1t-rerun1-20260505=492.0; pycsp3-extra-ortools-1t-verbose1-20260509=492.0; pycsp3-extra-ortools-20260505=458.0
885,competition/2022-2025/COP22to25/TankAllocation1-2000_c25.xml.lzma,TankAllocation1,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,7,1173b3f4-scip-direct-order-extge-eager-dynwatch=0; 1d1a452a-log-scop=621; 31b6e7a3-scip-log-scop-rerun2=621; 835f8aaf-scip-direct-order-dynamic=0; 835f8aaf-scip-log-scop-dynamic=255; 9c976720-scip-log-scop-dynamic=929; bd3c9f7d-scip-log-scop-dynamic=227,1,2,ace64g-rr-20260505=1176; pycsp3-extra-ortools-20260505=1403.0
898,competition/2022-2025/COP22to25/TestScheduling-t020m10r03-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1d1a452a-direct-order=8325; 1d1a452a-log-scop=1876; 2c9fbcd6-order-ge-guarded-1800s=1876; 31b6e7a3-scip-log-scop-rerun2=1876; 31b6e7a3-scip-rerun1=1876; 835f8aaf-scip-log-scop-dynamic=1876; 9c976720-scip-direct-order-dynamic=1876; 9c976720-scip-log-scop-dynamic=1876; a32997fd-direct-order=8054; aac6b714-scip-direct-order-dynamic=1876; bd3c9f7d-scip-direct-order-dynamic=8325; bd3c9f7d-scip-log-scop-dynamic=1876,1,4,ace64g-rr-20260505=1876; pycsp3-extra-ortools-1t-rerun1-20260505=1876.0; pycsp3-extra-ortools-1t-verbose1-20260509=1876.0; pycsp3-extra-ortools-20260505=1876.0
899,competition/2022-2025/COP22to25/TestScheduling-t020m10r05-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,11,1d1a452a-direct-order=9658; 1d1a452a-log-scop=4104; 31b6e7a3-scip-log-scop-rerun2=2586; 31b6e7a3-scip-rerun1=8955; 835f8aaf-scip-log-scop-dynamic=2586; 9c976720-scip-direct-order-dynamic=8950; 9c976720-scip-log-scop-dynamic=2586; a32997fd-direct-order=9389; aac6b714-scip-direct-order-dynamic=8984; bd3c9f7d-scip-direct-order-dynamic=9658; bd3c9f7d-scip-log-scop-dynamic=2586,1,4,ace64g-rr-20260505=2586; pycsp3-extra-ortools-1t-rerun1-20260505=2586.0; pycsp3-extra-ortools-1t-verbose1-20260509=2586.0; pycsp3-extra-ortools-20260505=2586.0
900,competition/2022-2025/COP22to25/TestScheduling-t020m10r10-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1d1a452a-direct-order=9841; 1d1a452a-log-scop=1337; 2c9fbcd6-order-ge-guarded-1800s=1337; 31b6e7a3-scip-log-scop-rerun2=1337; 31b6e7a3-scip-rerun1=1758; 835f8aaf-scip-log-scop-dynamic=1337; 9c976720-scip-direct-order-dynamic=1968; 9c976720-scip-log-scop-dynamic=1337; a32997fd-direct-order=9592; aac6b714-scip-direct-order-dynamic=1946; bd3c9f7d-scip-direct-order-dynamic=9841; bd3c9f7d-scip-log-scop-dynamic=1337,1,4,ace64g-rr-20260505=1337; pycsp3-extra-ortools-1t-rerun1-20260505=1337.0; pycsp3-extra-ortools-1t-verbose1-20260509=1337.0; pycsp3-extra-ortools-20260505=1337.0
901,competition/2022-2025/COP22to25/TestScheduling-t030m10r03-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1d1a452a-direct-order=11558; 1d1a452a-log-scop=8573; 2c9fbcd6-order-ge-guarded-1800s=2901; 31b6e7a3-scip-log-scop-rerun2=2901; 31b6e7a3-scip-rerun1=3334; 835f8aaf-scip-log-scop-dynamic=2905; 9c976720-scip-direct-order-dynamic=3782; 9c976720-scip-log-scop-dynamic=2901; a32997fd-direct-order=11397; aac6b714-scip-direct-order-dynamic=11558; bd3c9f7d-scip-direct-order-dynamic=11558; bd3c9f7d-scip-log-scop-dynamic=2941,1,4,ace64g-rr-20260505=2901; pycsp3-extra-ortools-1t-rerun1-20260505=2901.0; pycsp3-extra-ortools-1t-verbose1-20260509=2901.0; pycsp3-extra-ortools-20260505=2901.0
902,competition/2022-2025/COP22to25/TestScheduling-t030m10r05-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1d1a452a-direct-order=11216; 1d1a452a-log-scop=8733; 2c9fbcd6-order-ge-guarded-1800s=1998; 31b6e7a3-scip-log-scop-rerun2=1998; 31b6e7a3-scip-rerun1=2419; 835f8aaf-scip-log-scop-dynamic=1998; 9c976720-scip-direct-order-dynamic=3821; 9c976720-scip-log-scop-dynamic=1998; a32997fd-direct-order=11049; aac6b714-scip-direct-order-dynamic=11216; bd3c9f7d-scip-direct-order-dynamic=11216; bd3c9f7d-scip-log-scop-dynamic=1998,1,4,ace64g-rr-20260505=1998; pycsp3-extra-ortools-1t-rerun1-20260505=1998.0; pycsp3-extra-ortools-1t-verbose1-20260509=1998.0; pycsp3-extra-ortools-20260505=1998.0
903,competition/2022-2025/COP22to25/TestScheduling-t030m10r10-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1d1a452a-direct-order=12926; 1d1a452a-log-scop=10006; 2c9fbcd6-order-ge-guarded-1800s=3344; 31b6e7a3-scip-log-scop-rerun2=3349; 31b6e7a3-scip-rerun1=3456; 835f8aaf-scip-log-scop-dynamic=3402; 9c976720-scip-direct-order-dynamic=5999; 9c976720-scip-log-scop-dynamic=3574; a32997fd-direct-order=12773; aac6b714-scip-direct-order-dynamic=12926; bd3c9f7d-scip-direct-order-dynamic=12926; bd3c9f7d-scip-log-scop-dynamic=3344,1,4,ace64g-rr-20260505=3344; pycsp3-extra-ortools-1t-rerun1-20260505=3344.0; pycsp3-extra-ortools-1t-verbose1-20260509=3344.0; pycsp3-extra-ortools-20260505=3344.0
904,competition/2022-2025/COP22to25/TestScheduling-t030m20r03-1_c24.xml.lzma,TestScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1d1a452a-direct-order=11037; 1d1a452a-log-scop=4778; 2c9fbcd6-order-ge-guarded-1800s=2200; 31b6e7a3-scip-log-scop-rerun2=2200; 31b6e7a3-scip-rerun1=2484; 835f8aaf-scip-log-scop-dynamic=2200; 9c976720-scip-direct-order-dynamic=3933; 9c976720-scip-log-scop-dynamic=2200; a32997fd-direct-order=10870; aac6b714-scip-direct-order-dynamic=11037; bd3c9f7d-scip-direct-order-dynamic=11037; bd3c9f7d-scip-log-scop-dynamic=2200,1,4,ace64g-rr-20260505=2200; pycsp3-extra-ortools-1t-rerun1-20260505=2200.0; pycsp3-extra-ortools-1t-verbose1-20260509=2200.0; pycsp3-extra-ortools-20260505=2200.0
