instance_id,instance,family,row_present,row_nonempty,log_present,values_present,status,reason,detail,incumbent,validation,sat_started,failure_class,current_stage,last_completed_stage,log_outcome,wctime,cputime,maxrss_kib,maxmm_kib,maxvm_kib,timeout_flag,memout_flag,exitstatus,slurm_task_id,slurm_state,slurm_exit_code,slurm_elapsed,slurm_maxrss,first_sat_start_ms,last_sat_start_ms,sat_rounds,sat_solve_done_rounds,sat_solve_ms_total,source_constraints,normalized_constraints,propagate_ms,normalize_ms,lower_ms,post_lower_ms,root_lp_ms,preencode_ms,encode_ms,sat_vars,sat_clauses,sat_init_vars,sat_init_clauses,ext_ge_specs,relaxed_circuits,lowered_int_vars,lowered_bool_vars,lowered_linear_atoms,lowered_table_atoms,lowered_table_tuples,lowered_alldiff_atoms,lowered_circuit_atoms,lowered_logical_clauses,circuit_cegar_failures,circuit_cegar_rounds,circuit_cegar_added_clauses,cumulative_cegar_failures,cumulative_cegar_rounds,cumulative_cegar_added_clauses,cop_cegar_failures,cop_cegar_rounds,cop_cegar_added_clauses,baseline_status,baseline_sat_started,baseline_stage,baseline_outcome,log_path,values_path
165,competition/2022-2025/COP22to25/Cargo-07-1s-133_c24.xml.lzma,Cargo,1,0,1,1,,,,31120,no_solution,1,incumbent,decode,encode,MO,664.93,662.649,124623424,124607920,126070744,false,false,35072,52,OUT_OF_MEMORY,0:125,00:11:11,,69000,360000,2,2,294553,,,0,0,11677,988,0,3210,52023,5800176,149307522,5800176,149307522,0,0,259,1460916,1487286,0,0,0,0,2299982,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443158-52-165/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443158-52-165/values.log
166,competition/2022-2025/COP22to25/Cargo-08-222f-3475_c24.xml.lzma,Cargo,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,encode(order-ge),preencode(order-ge),TO,1800.07,1794.27,1769592,1729332,2059980,true,false,36608,53,COMPLETED,0:0,00:30:03,,,,0,0,0,297,297,0,0,66,5,0,14,,,,,,,,292,8640,7848,0,0,0,0,12350,0,0,0,0,0,0,0,0,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443159-53-166/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443159-53-166/values.log
167,competition/2022-2025/COP22to25/Cargo-09-1s-18_c24.xml.lzma,Cargo,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,encode(order-ge),preencode(order-ge),TO,1800.04,1792.51,1634548,1635976,1911868,true,false,36608,54,COMPLETED,0:0,00:30:15,,,,0,0,0,297,297,0,0,66,6,0,14,,,,,,,,292,8640,7848,0,0,0,0,12180,0,0,0,0,0,0,0,0,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443160-54-167/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443160-54-167/values.log
168,competition/2022-2025/COP22to25/Cargo-10-15966f-2060_c24.xml.lzma,Cargo,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,encode(order-ge),preencode(order-ge),TO,1800.04,1792.18,1770552,1730656,2107960,true,false,36608,55,COMPLETED,0:0,00:30:15,,,,0,0,0,297,297,0,0,67,5,0,14,,,,,,,,292,8820,8001,0,0,0,0,12604,0,0,0,0,0,0,0,0,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443161-55-168/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443161-55-168/values.log
169,competition/2022-2025/COP22to25/Cargo-12-1422f-1644_c24.xml.lzma,Cargo,1,0,1,1,,,,,skipped_no_incumbent,1,oom_after_sat,sat,encode,MO,811.028,790.391,124015168,124507000,132065476,false,false,35072,56,OUT_OF_MEMORY,0:125,00:13:35,,304000,304000,1,0,0,,,1,0,218,19,0,50,304068,7671359,1305378235,7671359,1305378235,0,0,544,25760,23120,0,0,0,0,34239,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443162-56-169/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443162-56-169/values.log
170,competition/2022-2025/COP22to25/Cargo-16-10720f-4243_c24.xml.lzma,Cargo,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,594.289,590.453,124149236,124592504,140915816,false,false,35072,57,OUT_OF_MEMORY,0:125,00:09:57,,,,0,0,0,,,1,0,336,29,0,77,,,,,,,,680,36680,32934,0,0,0,0,47949,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443163-57-170/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443163-57-170/values.log
171,competition/2022-2025/COP22to25/Cargo-19-31058f-2548_c24.xml.lzma,Cargo,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,560.323,557.131,123807272,124595768,142796044,false,false,35072,58,OUT_OF_MEMORY,0:125,00:09:23,,,,0,0,0,,,2,0,566,49,0,125,,,,,,,,825,57800,51487,0,0,0,0,73759,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443164-58-171/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443164-58-171/values.log
172,competition/2022-2025/COP22to25/Cargo-20-27613f-2435_c24.xml.lzma,Cargo,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,551.264,548.008,124206392,124581572,143062860,false,false,35072,59,OUT_OF_MEMORY,0:125,00:09:15,,,,0,0,0,,,2,0,586,48,0,125,,,,,,,,825,59840,53199,0,0,0,0,75701,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443165-59-172/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443165-59-172/values.log
173,competition/2022-2025/COP22to25/Cargo-22_c24.xml.lzma,Cargo,1,0,1,1,,,,45619,no_solution,1,incumbent,decode,encode,MO,544.156,538.279,124623056,124621012,126073788,false,false,35072,60,OUT_OF_MEMORY,0:125,00:09:07,,45000,239000,2,2,195339,,,0,0,8684,749,0,2315,32653,4225897,98367147,4225897,98367147,0,0,194,1116960,1144380,0,0,0,0,1677558,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443166-60-173/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443166-60-173/values.log
174,competition/2022-2025/COP22to25/Cargo-24_c24.xml.lzma,Cargo,1,0,1,1,,,,46450,no_solution,1,incumbent,decode,encode,MO,388.526,384.808,123677884,124613396,126283232,false,false,35072,61,OUT_OF_MEMORY,0:125,00:06:31,,46000,85000,2,2,40648,,,0,0,8661,762,0,2135,33704,3840747,102877776,3840747,102877776,0,0,193,1063760,1089849,0,0,0,0,1551204,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443167-61-174/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443167-61-174/values.log
175,competition/2022-2025/COP22to25/Cargo-25_c24.xml.lzma,Cargo,1,0,1,1,,,,33692,no_solution,1,incumbent,decode,encode,MO,361.775,359.229,119375116,124600544,175497564,false,false,35072,62,OUT_OF_MEMORY,0:125,00:06:05,,40000,58000,2,2,19083,,,0,0,9524,880,0,2399,26830,3641124,77199499,3641124,77199499,0,0,213,1195304,1221915,0,0,0,0,1595252,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443168-62-175/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443168-62-175/values.log
181,competition/2022-2025/COP22to25/CarpetCutting-test06_c23.xml.lzma,CarpetCutting,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,426.167,423.498,124421196,124598620,140642544,false,false,35072,63,OUT_OF_MEMORY,0:125,00:07:09,,,,0,0,0,,,1,0,5244,1234,0,1693,,,,,,,,205016,411446,827953,0,0,0,0,1144578,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443169-63-181/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443169-63-181/values.log
182,competition/2022-2025/COP22to25/CarpetCutting-test07_c23.xml.lzma,CarpetCutting,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,447.966,445.453,124296124,124612888,151737260,false,false,35072,64,OUT_OF_MEMORY,0:125,00:07:31,,,,0,0,0,,,1,0,4228,1007,0,1394,,,,,,,,168655,338398,681506,0,0,0,0,939278,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443170-64-182/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443170-64-182/values.log
183,competition/2022-2025/COP22to25/CarpetCutting-test08_c23.xml.lzma,CarpetCutting,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,269.305,263.514,124618960,124613056,128404932,false,false,35072,65,OUT_OF_MEMORY,0:125,00:04:32,,,,0,0,0,,,1,0,10922,2688,0,3972,,,,,,,,402086,807642,1620194,0,0,0,0,2275375,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443171-65-183/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443171-65-183/values.log
184,competition/2022-2025/COP22to25/CarpetCutting-test09_c23.xml.lzma,CarpetCutting,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,348.754,291.376,124292452,124510292,135906904,false,false,35072,66,OUT_OF_MEMORY,0:125,00:05:52,,,,0,0,0,,,1,0,9431,2316,0,3482,,,,,,,,345670,694174,1393381,0,0,0,0,1973941,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443172-66-184/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443172-66-184/values.log
185,competition/2022-2025/COP22to25/CarpetCutting-test10_c23.xml.lzma,CarpetCutting,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,321.107,272.209,117501696,124608268,127424524,false,false,35072,67,OUT_OF_MEMORY,0:125,00:05:24,,,,0,0,0,,,1,0,12047,3305,0,4351,,,,,,,,443153,890288,1785338,0,0,0,0,2548081,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443173-67-185/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443173-67-185/values.log
189,competition/2022-2025/COP22to25/CarpetCutting-test14_c23.xml.lzma,CarpetCutting,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,447.106,445.43,124195972,124555968,151614548,false,false,35072,68,OUT_OF_MEMORY,0:125,00:07:32,,,,0,0,0,,,1,0,4376,996,0,1415,,,,,,,,168070,337896,678627,0,0,0,0,927121,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443176-68-189/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443176-68-189/values.log
190,competition/2022-2025/COP22to25/CarpetCutting-test15_c23.xml.lzma,CarpetCutting,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,425.907,423.124,123371404,124610392,141263328,false,false,35072,69,OUT_OF_MEMORY,0:125,00:07:12,,,,0,0,0,,,1,0,4121,982,0,1328,,,,,,,,165365,331642,668523,0,0,0,0,890987,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443182-69-190/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443182-69-190/values.log
192,competition/2022-2025/COP22to25/CarpetCutting-test17_c23.xml.lzma,CarpetCutting,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,575.795,352.36,105875924,124608088,136517716,false,false,35072,70,OUT_OF_MEMORY,0:125,00:09:41,,,,0,0,0,,,1,0,8335,1832,0,2976,,,,,,,,302209,608262,1218509,0,0,0,0,1713498,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443198-70-192/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443198-70-192/values.log
193,competition/2022-2025/COP22to25/CarpetCutting-test18_c23.xml.lzma,CarpetCutting,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,460.269,347.791,111360632,124600816,140766028,false,false,35072,71,OUT_OF_MEMORY,0:125,00:07:45,,,,0,0,0,,,1,0,7459,1684,0,2779,,,,,,,,270592,544506,1091281,0,0,0,0,1552013,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443214-71-193/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443214-71-193/values.log
194,competition/2022-2025/COP22to25/CarpetCutting-test19_c23.xml.lzma,CarpetCutting,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,441.282,439.491,124620272,124615580,141637176,false,false,35072,72,OUT_OF_MEMORY,0:125,00:07:26,,,,0,0,0,,,1,0,4605,1243,0,1501,,,,,,,,182735,366652,738269,0,0,0,0,1020006,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443216-72-194/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443216-72-194/values.log
195,competition/2022-2025/COP22to25/CarpetCutting-test20_c23.xml.lzma,CarpetCutting,0,0,1,0,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,,,,,,,,,,73,OUT_OF_MEMORY,0:125,00:05:51,,,,0,0,0,,,1,0,11365,3271,0,4240,,,,,,,,415348,834130,1673583,0,0,0,0,2371037,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443218-73-195/output.log,
251,competition/2022-2025/COP22to25/Coprime-21_c25.xml.lzma,Coprime,1,1,1,1,sat,timeout_signal,incumbent_interrupted_by_signal,291,valid,1,incumbent,sat,relaxation,TO,1802.19,1713.88,77293512,77469668,85994344,true,false,36608,74,COMPLETED,0:0,00:30:06,,643000,1791000,14,13,1100372,92421,92421,672,0,2001,58112,0,973,551153,117310402,489446420,117310402,489446420,0,0,369661,0,739300,0,0,0,0,274390,0,0,0,0,0,0,6,14,6,unknown,0,encode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443220-74-251/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443220-74-251/values.log
252,competition/2022-2025/COP22to25/Coprime-22_c25.xml.lzma,Coprime,1,1,1,1,sat,timeout_signal,incumbent_interrupted_by_signal,480,valid,1,incumbent,sat,relaxation,TO,1803.49,1772.34,118032964,117995060,134097544,true,false,36608,75,COMPLETED,0:0,00:30:06,,866000,1741000,6,5,850830,111595,111595,821,0,2415,78035,0,1158,782414,155639805,650737039,155639805,650737039,0,0,446356,0,892689,0,0,0,0,331471,0,0,0,0,0,0,2,6,2,unknown,0,encode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443221-75-252/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443221-75-252/values.log
253,competition/2022-2025/COP22to25/Coprime-23_c25.xml.lzma,Coprime,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,1149.31,1144.42,124615708,124613628,136596076,false,false,35072,76,OUT_OF_MEMORY,0:125,00:19:13,,,,0,0,0,,,989,0,3125,103862,0,1540,,,,,,,,534403,0,1068782,0,0,0,0,397023,,,,,,,,,,unknown,0,encode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443222-76-253/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443222-76-253/values.log
254,competition/2022-2025/COP22to25/Coprime-24_c25.xml.lzma,Coprime,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,1200.81,1194.99,124616888,124610488,136872480,false,false,35072,77,OUT_OF_MEMORY,0:125,00:20:04,,,,0,0,0,,,1184,0,4055,136801,0,1855,,,,,,,,634870,0,1269715,0,0,0,0,471845,,,,,,,,,,unknown,0,encode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443223-77-254/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443223-77-254/values.log
255,competition/2022-2025/COP22to25/Coprime-25_c25.xml.lzma,Coprime,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,1295.77,1259.53,123778732,124603468,136921988,false,false,35072,78,OUT_OF_MEMORY,0:125,00:21:39,,,,0,0,0,,,1393,0,4227,176848,0,2155,,,,,,,,748873,0,1497720,0,0,0,0,556772,,,,,,,,,,unknown,0,encode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443224-78-255/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443224-78-255/values.log
256,competition/2022-2025/COP22to25/Coprime-30_c25.xml.lzma,Coprime,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,730.123,727.511,124624692,124496388,142037024,false,false,35072,79,OUT_OF_MEMORY,0:125,00:12:14,,,,0,0,0,,,2995,0,9058,557914,0,4739,,,,,,,,1564348,0,3128665,0,0,0,0,1164727,,,,,,,,,,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443227-79-256/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443227-79-256/values.log
257,competition/2022-2025/COP22to25/Coprime-40_c25.xml.lzma,Coprime,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,post_lower,lower,TO,1800.17,1793.98,6830236,6831296,7996504,true,false,36608,80,COMPLETED,0:0,00:30:02,,,,0,0,0,1247260,1247260,11054,0,31379,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,unknown,0,post_lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443229-80-257/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443229-80-257/values.log
